session,ccy,front,dte,dte_short,K,F,side_native,oi,c,p,seat,d_pct,dead,dOI_c,dOI_p,near,smile_resid,outcome,d_fwd_pct
2026-06-16,EUR,2026-07-02,16,0,1.15,1.16525,below,8986,289,8697,1.0,-1.3087,0,0,-3,0,0.057,,0.9303
2026-06-16,GBP,2026-07-02,16,0,1.34,1.3426,below,3094,562,2532,1.0,-0.1937,0,-1,0,1,0.06,THROUGH,1.816
2026-06-16,GBP,2026-07-02,16,0,1.335,1.3426,below,2056,486,1570,1.0,-0.5661,0,0,0,0,0.006,,1.4361
2026-06-16,GBP,2026-07-02,16,0,1.325,1.3426,below,1668,4,1664,1.0,-1.3109,0,0,0,0,-0.088,,0.6762
2026-06-16,JPY,2026-07-02,16,0,0.0063,0.006277,above,8585,5455,3130,1.0,0.3664,0,0,2,1,-0.082,AWAY,1.2455
2026-06-16,JPY,2026-07-02,16,0,0.0064,0.006277,above,7426,6696,730,1.0,1.9595,0,6,0,0,0.093,,2.8526
2026-06-16,JPY,2026-07-02,16,0,0.00635,0.006277,above,4694,2463,2231,1.0,1.163,0,175,0,0,0.046,,2.049
2026-06-16,AUD,2026-07-02,16,0,0.78,0.70595,above,4017,4017,0,1.0,10.4894,1,0,0,0,,,13.4628
2026-06-16,AUD,2026-07-02,16,0,0.715,0.70595,above,3825,1898,1927,1.0,1.282,0,2,0,0,0.087,,4.0076
2026-06-16,AUD,2026-07-02,16,0,0.72,0.70595,above,2363,2084,279,1.0,1.9902,0,0,0,0,-0.13,,4.7349
2026-06-16,CAD,2026-07-02,16,0,0.78,0.7174,above,2125,2125,0,1.0,8.726,1,0,0,0,,,10.6383
2026-06-16,CAD,2026-07-02,16,0,0.74,0.7174,above,1746,1741,5,1.0,3.1503,0,0,0,0,,,4.9645
2026-06-16,CAD,2026-07-02,16,0,0.735,0.7174,above,1123,1116,7,1.0,2.4533,0,-4,0,0,,,4.2553
2026-06-16,CHF,2026-07-02,16,0,1.24,1.27305,below,529,1,528,1.0,-2.5961,0,0,0,0,,,-0.157
2026-06-16,CHF,2026-07-02,16,0,1.315,1.27305,above,322,232,90,1.0,3.2952,0,0,0,0,,,5.8819
2026-06-16,CHF,2026-07-02,16,0,1.35,1.27305,above,246,246,0,1.0,6.0445,1,0,0,0,,,8.7
2026-06-17,EUR,2026-07-02,15,0,1.145,1.15795,below,14794,67,14727,1.0,-1.1184,0,0,0,0,-0.015,,0.3418
2026-06-17,EUR,2026-07-02,15,0,1.16,1.15795,above,11558,1051,10507,1.0,0.177,0,128,38,1,-0.028,AWAY,1.6563
2026-06-17,EUR,2026-07-02,15,0,1.14,1.15795,below,9226,62,9164,1.0,-1.5502,0,20,2013,0,-0.038,,-0.0964
2026-06-17,GBP,2026-07-02,15,0,1.34,1.3335,above,3096,562,2534,1.0,0.4874,0,0,2,1,-0.026,AWAY,1.5305
2026-06-17,GBP,2026-07-02,15,0,1.335,1.3335,above,2055,486,1569,1.0,0.1125,0,0,-1,1,-0.021,AWAY,1.1517
2026-06-17,GBP,2026-07-02,15,0,1.325,1.3335,below,1665,4,1661,1.0,-0.6374,0,0,-3,0,-0.043,,0.394
2026-06-17,JPY,2026-07-02,15,0,0.0063,0.006273,above,8800,5668,3132,1.0,0.4304,0,213,2,1,-0.091,AWAY,1.278
2026-06-17,JPY,2026-07-02,15,0,0.0064,0.006273,above,8439,7709,730,1.0,2.0245,0,1013,0,0,-0.123,,2.8856
2026-06-17,JPY,2026-07-02,15,0,0.00635,0.006273,above,4769,2541,2228,1.0,1.2275,0,78,-3,0,-0.156,,2.0818
2026-06-17,AUD,2026-07-02,15,0,0.78,0.703,above,4017,4017,0,1.0,10.9531,1,0,0,0,,,12.9698
2026-06-17,AUD,2026-07-02,15,0,0.715,0.703,above,3827,1900,1927,1.0,1.707,0,2,0,0,0.191,,3.5557
2026-06-17,AUD,2026-07-02,15,0,0.72,0.703,above,2214,1935,279,1.0,2.4182,0,-149,0,0,,,4.2798
2026-06-17,CAD,2026-07-02,15,0,0.78,0.7134,above,2125,2125,0,1.0,9.3356,1,0,0,0,,,10.3487
2026-06-17,CAD,2026-07-02,15,0,0.74,0.7134,above,1746,1741,5,1.0,3.7286,0,0,0,0,,,4.6898
2026-06-17,CAD,2026-07-02,15,0,0.735,0.7134,above,1121,1114,7,1.0,3.0278,0,-2,0,0,,,3.9825
2026-06-17,CHF,2026-07-02,15,0,1.24,1.26615,below,529,1,528,1.0,-2.0653,0,0,0,0,0.003,,-0.4536
2026-06-17,CHF,2026-07-02,15,0,1.315,1.26615,above,322,232,90,1.0,3.8582,0,0,0,0,,,5.5674
2026-06-17,CHF,2026-07-02,15,0,1.35,1.26615,above,246,246,0,1.0,6.6224,1,0,0,0,,,8.3772
2026-06-18,EUR,2026-07-02,14,0,1.145,1.1501,below,14194,67,14127,1.0,-0.4434,0,0,-600,1,-0.027,THROUGH,0.232
2026-06-18,EUR,2026-07-02,14,0,1.16,1.1501,above,12000,1495,10505,1.0,0.8608,0,444,-2,0,0.034,,1.5451
2026-06-18,EUR,2026-07-02,14,0,1.15,1.1501,below,9539,474,9065,1.0,-0.0087,0,168,387,1,-0.063,THROUGH,0.6697
2026-06-18,GBP,2026-07-02,14,0,1.34,1.3203,above,3102,571,2531,1.0,1.4921,0,9,-3,0,0.082,,1.5228
2026-06-18,GBP,2026-07-02,14,0,1.335,1.3203,above,2054,487,1567,1.0,1.1134,0,1,-2,0,0.08,,1.144
2026-06-18,GBP,2026-07-02,14,0,1.325,1.3203,above,1665,6,1659,1.0,0.356,0,2,-2,1,0.023,PIN,0.3864
2026-06-18,JPY,2026-07-02,14,0,0.0063,0.006228,above,8866,5736,3130,1.0,1.1561,0,68,-2,0,0.008,,1.2536
2026-06-18,JPY,2026-07-02,14,0,0.0064,0.006228,above,8483,7753,730,1.0,2.7617,0,44,0,0,0.092,,2.8608
2026-06-18,JPY,2026-07-02,14,0,0.00635,0.006228,above,4888,2661,2227,1.0,1.9589,0,120,-1,0,-0.074,,2.0572
2026-06-18,AUD,2026-07-02,14,0,0.78,0.70035,above,4017,4017,0,1.0,11.3729,1,0,0,0,,,13.3062
2026-06-18,AUD,2026-07-02,14,0,0.715,0.70035,above,3843,1916,1927,1.0,2.0918,0,16,0,0,,,3.864
2026-06-18,AUD,2026-07-02,14,0,0.72,0.70035,above,2215,1936,279,1.0,2.8057,0,1,0,0,,,4.5904
2026-06-18,CAD,2026-07-02,14,0,0.78,0.7099,above,2125,2125,0,1.0,9.8746,1,0,0,0,,,10.3175
2026-06-18,CAD,2026-07-02,14,0,0.74,0.7099,above,1746,1741,5,1.0,4.24,0,0,0,0,,,4.6602
2026-06-18,CAD,2026-07-02,14,0,0.735,0.7099,above,1121,1114,7,1.0,3.5357,0,0,0,0,,,3.953
2026-06-18,CHF,2026-07-02,14,0,1.24,1.25385,below,529,1,528,1.0,-1.1046,0,0,0,0,0.034,,-0.4496
2026-06-18,CHF,2026-07-02,14,0,1.315,1.25385,above,322,232,90,1.0,4.877,0,0,0,0,,,5.5716
2026-06-18,CHF,2026-07-02,14,0,1.35,1.25385,above,246,246,0,1.0,7.6684,1,0,0,0,,,8.3815
2026-06-22,EUR,2026-07-02,10,0,1.16,1.1463,above,11855,1373,10482,1.0,1.1951,0,-122,-23,0,0.124,,1.204
2026-06-22,EUR,2026-07-02,10,0,1.145,1.1463,below,10146,69,10077,1.0,-0.1134,0,2,-4050,1,-0.007,PIN,-0.1047
2026-06-22,EUR,2026-07-02,10,0,1.15,1.1463,above,9391,610,8781,1.0,0.3228,0,136,-284,1,0.004,PIN,0.3315
2026-06-22,GBP,2026-07-02,10,0,1.34,1.3241,above,3102,571,2531,1.0,1.2008,0,0,0,0,0.004,,1.0787
2026-06-22,GBP,2026-07-02,10,0,1.335,1.3241,above,2055,488,1567,1.0,0.8232,0,1,0,0,0.023,,0.7015
2026-06-22,GBP,2026-07-02,10,0,1.325,1.3241,above,1680,7,1673,1.0,0.068,0,1,14,1,0.042,THROUGH,-0.0528
2026-06-22,JPY,2026-07-02,10,0,0.0063,0.006237,above,8798,5672,3126,1.0,1.0101,0,-64,-4,0,-0.15,,1.4248
2026-06-22,JPY,2026-07-02,10,0,0.0064,0.006237,above,8421,7691,730,1.0,2.6134,0,-62,0,0,0.108,,3.0347
2026-06-22,JPY,2026-07-02,10,0,0.00635,0.006237,above,4860,2639,2221,1.0,1.8118,0,-22,-6,0,-0.084,,2.2297
2026-06-22,AUD,2026-07-02,10,0,0.78,0.69895,above,4017,4017,0,1.0,11.596,1,0,0,0,,,13.3639
2026-06-22,AUD,2026-07-02,10,0,0.715,0.69895,above,3840,1913,1927,1.0,2.2963,0,-3,0,0,,,3.9169
2026-06-22,AUD,2026-07-02,10,0,0.72,0.69895,above,2215,1936,279,1.0,3.0117,0,0,0,0,,,4.6436
2026-06-22,CAD,2026-07-02,10,0,0.78,0.70895,above,2125,2125,0,1.0,10.0219,1,0,0,0,,,10.4112
2026-06-22,CAD,2026-07-02,10,0,0.74,0.70895,above,1746,1741,5,1.0,4.3797,0,0,0,0,,,4.7491
2026-06-22,CAD,2026-07-02,10,0,0.735,0.70895,above,1121,1114,7,1.0,3.6744,0,0,0,0,,,4.0413
2026-06-22,CHF,2026-07-02,10,0,1.24,1.24715,below,529,1,528,1.0,-0.5733,0,0,0,0,-0.044,,-0.7087
2026-06-22,CHF,2026-07-02,10,0,1.315,1.24715,above,322,232,90,1.0,5.4404,0,0,0,0,,,5.2969
2026-06-22,CHF,2026-07-02,10,0,1.35,1.24715,above,246,246,0,1.0,8.2468,1,0,0,0,,,8.0995
2026-06-23,EUR,2026-08-07,45,0,1.14,1.14185,below,7391,23,7368,1.0,-0.162,0,,,1,-0.047,PIN,-0.4932
2026-06-23,EUR,2026-08-07,45,0,1.17,1.14185,above,4201,1419,2782,1.0,2.4653,0,,,0,-0.075,,2.1254
2026-06-23,EUR,2026-08-07,45,0,1.165,1.14185,above,4189,2519,1670,1.0,2.0274,0,,,0,0.024,,1.689
2026-06-23,GBP,2026-08-07,45,0,1.265,1.3188,below,1440,0,1440,1.0,-4.0795,0,,,0,0.046,,-4.5643
2026-06-23,GBP,2026-08-07,45,0,1.355,1.3188,above,1053,347,706,1.0,2.7449,0,,,0,-0.082,,2.2256
2026-06-23,GBP,2026-08-07,45,0,1.37,1.3188,above,821,762,59,1.0,3.8823,0,,,0,0.069,,3.3572
2026-06-23,JPY,2026-08-07,45,0,0.0063,0.0062305,above,3206,621,2585,1.0,1.1155,0,,,0,-0.049,,1.8264
2026-06-23,JPY,2026-08-07,45,0,0.0064,0.0062305,above,3133,3069,64,1.0,2.7205,0,,,0,0.006,,3.4427
2026-06-23,JPY,2026-08-07,45,0,0.00615,0.0062305,below,2822,0,2822,1.0,-1.292,0,,,0,-0.133,,-0.598
2026-06-23,AUD,2026-08-07,45,0,0.695,0.68995,above,1199,629,570,1.0,0.7319,0,,,0,-0.058,,0.5643
2026-06-23,AUD,2026-08-07,45,0,0.72,0.68995,above,1056,942,114,1.0,4.3554,0,,,0,-0.216,,4.1817
2026-06-23,AUD,2026-08-07,45,0,0.61,0.68995,below,1000,0,1000,1.0,-11.5878,0,,,0,,,-11.7349
2026-06-23,CAD,2026-08-07,45,0,0.725,0.7061,above,727,609,118,1.0,2.6767,0,,,0,-0.017,,2.6331
2026-06-23,CAD,2026-08-07,45,0,0.715,0.7061,above,560,71,489,1.0,1.2604,0,,,0,-0.098,,1.2174
2026-06-23,CAD,2026-08-07,45,0,0.73,0.7061,above,319,192,127,1.0,3.3848,0,,,0,,,3.3409
2026-06-23,CHF,2026-08-07,45,0,1.375,1.2458,above,284,284,0,1.0,10.3708,0,,,0,,,10.216
2026-06-23,CHF,2026-08-07,45,0,1.34,1.2458,above,284,284,0,1.0,7.5614,0,,,0,,,7.4105
2026-06-23,CHF,2026-08-07,45,0,1.275,1.2458,above,218,10,208,1.0,2.3439,0,,,0,0.0,,2.2003
2026-06-24,EUR,2026-08-07,44,0,1.14,1.1394,above,7110,29,7081,1.0,0.0527,0,6,-287,1,-0.056,THROUGH,-0.1358
2026-06-24,EUR,2026-08-07,44,0,1.17,1.1394,above,4227,1445,2782,1.0,2.6856,0,26,0,0,0.035,,2.4922
2026-06-24,EUR,2026-08-07,44,0,1.165,1.1394,above,4170,2500,1670,1.0,2.2468,0,-19,0,0,-0.054,,2.0542
2026-06-24,GBP,2026-08-07,44,0,1.265,1.3161,below,1440,0,1440,1.0,-3.8827,0,0,0,0,-0.02,,-4.7368
2026-06-24,GBP,2026-08-07,44,0,1.355,1.3161,above,1061,355,706,1.0,2.9557,0,8,0,0,0.021,,2.0408
2026-06-24,GBP,2026-08-07,44,0,1.37,1.3161,above,819,760,59,1.0,4.0954,0,-2,0,0,,,3.1704
2026-06-24,JPY,2026-08-07,44,0,0.0063,0.0062225,above,3311,725,2586,1.0,1.2455,0,104,1,0,-0.119,,1.7771
2026-06-24,JPY,2026-08-07,44,0,0.0064,0.0062225,above,3134,3070,64,1.0,2.8526,0,1,0,0,-0.09,,3.3926
2026-06-24,JPY,2026-08-07,44,0,0.00615,0.0062225,below,2822,0,2822,1.0,-1.1651,0,0,0,0,-0.123,,-0.6462
2026-06-24,AUD,2026-08-07,44,0,0.695,0.68745,above,1199,632,567,1.0,1.0983,0,3,-3,0,-0.062,,0.9221
2026-06-24,AUD,2026-08-07,44,0,0.72,0.68745,above,1057,943,114,1.0,4.7349,0,1,0,0,,,4.5524
2026-06-24,AUD,2026-08-07,44,0,0.61,0.68745,below,1000,0,1000,1.0,-11.2663,0,0,0,0,,,-11.4209
2026-06-24,CAD,2026-08-07,44,0,0.725,0.705,above,737,619,118,1.0,2.8369,0,10,0,0,0.016,,2.7203
2026-06-24,CAD,2026-08-07,44,0,0.705,0.705,above,694,82,612,1.0,0.0,0,68,450,1,-0.02,PIN,-0.1133
2026-06-24,CAD,2026-08-07,44,0,0.715,0.705,above,565,74,491,1.0,1.4184,0,3,2,0,0.03,,1.3035
2026-06-24,CHF,2026-08-07,44,0,1.375,1.24195,above,284,284,0,1.0,10.713,0,0,0,0,,,10.3576
2026-06-24,CHF,2026-08-07,44,0,1.34,1.24195,above,284,284,0,1.0,7.8948,0,0,0,0,,,7.5485
2026-06-24,CHF,2026-08-07,44,0,1.275,1.24195,above,218,10,208,1.0,2.6611,0,0,0,0,-0.02,,2.3316
2026-06-25,EUR,2026-08-07,43,0,1.14,1.1411,below,7120,30,7090,1.0,-0.0964,0,1,9,1,-0.055,AWAY,-0.58
2026-06-25,EUR,2026-08-07,43,0,1.17,1.1411,above,4222,1440,2782,1.0,2.5326,0,-5,0,0,-0.018,,2.0364
2026-06-25,EUR,2026-08-07,43,0,1.165,1.1411,above,4164,2494,1670,1.0,2.0945,0,-6,0,0,0.015,,1.6003
2026-06-25,GBP,2026-08-07,43,0,1.265,1.3198,below,1440,0,1440,1.0,-4.1521,0,0,0,0,-0.041,,-5.2292
2026-06-25,GBP,2026-08-07,43,0,1.355,1.3198,above,1078,372,706,1.0,2.6671,0,17,0,0,-0.014,,1.5133
2026-06-25,GBP,2026-08-07,43,0,1.37,1.3198,above,818,759,59,1.0,3.8036,0,-1,0,0,0.07,,2.6371
2026-06-25,JPY,2026-08-07,43,0,0.0063,0.0062205,above,4033,1431,2602,1.0,1.278,0,706,16,0,-0.01,,0.8888
2026-06-25,JPY,2026-08-07,43,0,0.0064,0.0062205,above,3211,3147,64,1.0,2.8856,0,77,0,0,-0.092,,2.4902
2026-06-25,JPY,2026-08-07,43,0,0.00615,0.0062205,below,2822,0,2822,1.0,-1.1333,0,0,0,0,-0.045,,-1.5133
2026-06-25,AUD,2026-08-07,43,0,0.695,0.69045,above,1204,638,566,1.0,0.659,0,6,-1,0,0.038,,0.5716
2026-06-25,AUD,2026-08-07,43,0,0.72,0.69045,above,1057,943,114,1.0,4.2798,0,0,0,0,,,4.1893
2026-06-25,AUD,2026-08-07,43,0,0.61,0.69045,below,1000,0,1000,1.0,-11.6518,0,0,0,0,,,-11.7285
2026-06-25,CAD,2026-08-07,43,0,0.725,0.70685,above,737,619,118,1.0,2.5677,0,0,0,0,-0.136,,2.488
2026-06-25,CAD,2026-08-07,43,0,0.705,0.70685,below,702,91,611,1.0,-0.2617,0,9,-1,1,-0.066,PIN,-0.3393
2026-06-25,CAD,2026-08-07,43,0,0.715,0.70685,above,554,74,480,1.0,1.153,0,0,-11,0,-0.057,,1.0744
2026-06-25,CHF,2026-08-07,43,0,1.375,1.24565,above,284,284,0,1.0,10.3841,0,0,0,0,,,9.6316
2026-06-25,CHF,2026-08-07,43,0,1.34,1.24565,above,284,284,0,1.0,7.5744,0,0,0,0,,,6.841
2026-06-25,CHF,2026-08-07,43,0,1.275,1.24565,above,218,10,208,1.0,2.3562,0,0,0,0,-0.009,,1.6584
2026-06-26,EUR,2026-08-07,42,0,1.14,1.14235,below,7212,109,7103,1.0,-0.2057,0,79,13,1,-0.036,AWAY,-0.6623
2026-06-26,EUR,2026-08-07,42,0,1.17,1.14235,above,5140,2358,2782,1.0,2.4204,0,918,0,0,-0.016,,1.9519
2026-06-26,EUR,2026-08-07,42,0,1.165,1.14235,above,4270,2600,1670,1.0,1.9828,0,106,0,0,-0.027,,1.5162
2026-06-26,GBP,2026-08-07,42,0,1.265,1.3199,below,1427,0,1427,1.0,-4.1594,0,0,-13,0,-0.041,,-5.5618
2026-06-26,GBP,2026-08-07,42,0,1.355,1.3199,above,1078,372,706,1.0,2.6593,0,0,0,0,-0.035,,1.1571
2026-06-26,GBP,2026-08-07,42,0,1.37,1.3199,above,819,760,59,1.0,3.7957,0,1,0,0,,,2.277
2026-06-26,JPY,2026-08-07,42,0,0.0063,0.006222,above,4345,1736,2609,1.0,1.2536,0,305,7,0,-0.058,,1.5065
2026-06-26,JPY,2026-08-07,42,0,0.0064,0.006222,above,3226,3162,64,1.0,2.8608,0,15,0,0,0.118,,3.1177
2026-06-26,JPY,2026-08-07,42,0,0.00615,0.006222,below,2855,0,2855,1.0,-1.1572,0,0,33,0,-0.103,,-0.9103
2026-06-26,AUD,2026-08-07,42,0,0.695,0.6884,above,1266,701,565,1.0,0.9587,0,63,-1,0,0.012,,0.0144
2026-06-26,AUD,2026-08-07,42,0,0.72,0.6884,above,1057,943,114,1.0,4.5904,0,0,0,0,,,3.612
2026-06-26,AUD,2026-08-07,42,0,0.61,0.6884,below,1000,0,1000,1.0,-11.3887,0,0,0,0,,,-12.2176
2026-06-26,CAD,2026-08-07,42,0,0.705,0.70705,below,746,91,655,1.0,-0.2899,0,0,44,1,-0.119,PIN,-0.1416
2026-06-26,CAD,2026-08-07,42,0,0.725,0.70705,above,737,619,118,1.0,2.5387,0,0,0,0,,,2.6912
2026-06-26,CAD,2026-08-07,42,0,0.715,0.70705,above,579,99,480,1.0,1.1244,0,25,0,0,0.046,,1.2748
2026-06-26,CHF,2026-08-07,42,0,1.375,1.2456,above,284,284,0,1.0,10.3886,0,0,0,0,,,9.8418
2026-06-26,CHF,2026-08-07,42,0,1.34,1.2456,above,284,284,0,1.0,7.5787,0,0,0,0,,,7.0459
2026-06-26,CHF,2026-08-07,42,0,1.275,1.2456,above,248,40,208,1.0,2.3603,0,30,0,0,-0.003,,1.8533
2026-06-29,EUR,2026-08-07,39,0,1.14,1.1462,below,7214,109,7105,1.0,-0.5409,0,0,2,0,0.008,,-0.4497
2026-06-29,EUR,2026-08-07,39,0,1.17,1.1462,above,5142,2360,2782,1.0,2.0764,0,2,0,0,-0.07,,2.17
2026-06-29,EUR,2026-08-07,39,0,1.165,1.1462,above,4269,2601,1668,1.0,1.6402,0,1,-2,0,-0.05,,1.7334
2026-06-29,GBP,2026-08-07,39,0,1.265,1.3257,below,1427,0,1427,1.0,-4.5787,0,0,0,0,-0.083,,-5.3427
2026-06-29,GBP,2026-08-07,39,0,1.355,1.3257,above,1083,377,706,1.0,2.2102,0,5,0,0,0.041,,1.3918
2026-06-29,GBP,2026-08-07,39,0,1.37,1.3257,above,816,757,59,1.0,3.3416,0,-3,0,0,-0.02,,2.5142
2026-06-29,JPY,2026-08-07,39,0,0.0063,0.0062115,above,4420,1810,2610,1.0,1.4248,0,74,1,0,-0.017,,1.4493
2026-06-29,JPY,2026-08-07,39,0,0.0064,0.0062115,above,3229,3165,64,1.0,3.0347,0,3,0,0,-0.111,,3.0596
2026-06-29,JPY,2026-08-07,39,0,0.00615,0.0062115,below,2857,0,2857,1.0,-0.9901,0,0,2,0,-0.074,,-0.9662
2026-06-29,AUD,2026-08-07,39,0,0.695,0.68805,above,1301,702,599,1.0,1.0101,0,1,34,0,-0.032,,0.361
2026-06-29,AUD,2026-08-07,39,0,0.72,0.68805,above,1057,943,114,1.0,4.6436,0,0,0,0,,,3.9711
2026-06-29,AUD,2026-08-07,39,0,0.61,0.68805,below,1000,0,1000,1.0,-11.3437,0,0,0,0,,,-11.9134
2026-06-29,CAD,2026-08-07,39,0,0.705,0.70645,below,746,91,655,1.0,-0.2053,0,0,0,1,-0.042,PIN,-0.2335
2026-06-29,CAD,2026-08-07,39,0,0.725,0.70645,above,737,619,118,1.0,2.6258,0,0,0,0,,,2.5968
2026-06-29,CAD,2026-08-07,39,0,0.715,0.70645,above,590,110,480,1.0,1.2103,0,11,0,0,0.031,,1.1816
2026-06-29,CHF,2026-08-07,39,0,1.375,1.24885,above,284,284,0,1.0,10.1013,0,0,0,0,,,10.2204
2026-06-29,CHF,2026-08-07,39,0,1.34,1.24885,above,284,284,0,1.0,7.2987,0,0,0,0,,,7.4148
2026-06-29,CHF,2026-08-07,39,0,1.275,1.24885,above,248,40,208,1.0,2.0939,0,0,0,0,0.05,,2.2044
2026-06-30,EUR,2026-08-07,38,0,1.14,1.14565,below,8525,109,8416,1.0,-0.4932,0,0,1311,1,0.011,PIN,-0.4975
2026-06-30,EUR,2026-08-07,38,0,1.17,1.14565,above,5143,2361,2782,1.0,2.1254,0,1,0,0,0.07,,2.121
2026-06-30,EUR,2026-08-07,38,0,1.105,1.14565,below,4392,0,4392,1.0,-3.5482,0,0,2302,0,0.011,,-3.5524
2026-06-30,GBP,2026-08-07,38,0,1.265,1.3255,below,1427,0,1427,1.0,-4.5643,0,0,0,0,-0.086,,-5.597
2026-06-30,GBP,2026-08-07,38,0,1.355,1.3255,above,1100,394,706,1.0,2.2256,0,17,0,0,-0.057,,1.1194
2026-06-30,GBP,2026-08-07,38,0,1.37,1.3255,above,818,759,59,1.0,3.3572,0,2,0,0,0.071,,2.2388
2026-06-30,JPY,2026-08-07,38,0,0.0063,0.006187,above,5377,2767,2610,1.0,1.8264,0,957,0,0,-0.005,,1.81
2026-06-30,JPY,2026-08-07,38,0,0.0064,0.006187,above,4087,4031,56,1.0,3.4427,0,866,-8,0,-0.053,,3.426
2026-06-30,JPY,2026-08-07,38,0,0.00615,0.006187,below,2946,4,2942,1.0,-0.598,0,4,85,0,-0.129,,-0.6141
2026-06-30,AUD,2026-08-07,38,0,0.7,0.6911,above,2487,2146,341,1.0,1.2878,0,1793,0,0,0.015,,1.0466
2026-06-30,AUD,2026-08-07,38,0,0.695,0.6911,above,1306,707,599,1.0,0.5643,0,5,0,0,-0.072,,0.3248
2026-06-30,AUD,2026-08-07,38,0,0.72,0.6911,above,1060,946,114,1.0,4.1817,0,3,0,0,,,3.9336
2026-06-30,CAD,2026-08-07,38,0,0.705,0.7064,below,756,96,660,1.0,-0.1982,0,5,5,1,-0.056,PIN,-0.4097
2026-06-30,CAD,2026-08-07,38,0,0.725,0.7064,above,747,623,124,1.0,2.6331,0,4,6,0,,,2.4156
2026-06-30,CAD,2026-08-07,38,0,0.715,0.7064,above,620,140,480,1.0,1.2174,0,30,0,0,-0.061,,1.003
2026-06-30,CHF,2026-08-07,38,0,1.375,1.24755,above,284,284,0,1.0,10.216,0,0,0,0,,,10.2381
2026-06-30,CHF,2026-08-07,38,0,1.34,1.24755,above,284,284,0,1.0,7.4105,0,0,0,0,,,7.4321
2026-06-30,CHF,2026-08-07,38,0,1.275,1.24755,above,248,40,208,1.0,2.2003,0,0,0,0,0.05,,2.2208
2026-07-01,EUR,2026-08-07,37,0,1.14,1.14155,below,8744,278,8466,1.0,-0.1358,0,169,50,1,-0.024,AWAY,-0.5539
2026-07-01,EUR,2026-08-07,37,0,1.17,1.14155,above,6393,3611,2782,1.0,2.4922,0,1250,0,0,-0.04,,2.0631
2026-07-01,EUR,2026-08-07,37,0,1.13,1.14155,below,4421,8,4413,1.0,-1.0118,0,0,75,0,0.027,,-1.4263
2026-07-01,GBP,2026-08-07,37,0,1.265,1.3279,below,1430,0,1430,1.0,-4.7368,0,0,3,0,-0.147,,-5.7096
2026-07-01,GBP,2026-08-07,37,0,1.355,1.3279,above,1127,421,706,1.0,2.0408,0,27,0,0,0.001,,0.9988
2026-07-01,GBP,2026-08-07,37,0,1.37,1.3279,above,817,758,59,1.0,3.1704,0,-1,0,0,-0.019,,2.1169
2026-07-01,JPY,2026-08-07,37,0,0.0063,0.00619,above,5856,3241,2615,1.0,1.7771,0,474,5,0,-0.043,,1.7524
2026-07-01,JPY,2026-08-07,37,0,0.0064,0.00619,above,4295,4240,55,1.0,3.3926,0,209,-1,0,0.055,,3.3675
2026-07-01,JPY,2026-08-07,37,0,0.00635,0.00619,above,3119,3072,47,1.0,2.5848,0,1566,1,0,-0.075,,2.56
2026-07-01,AUD,2026-08-07,37,0,0.7,0.68865,above,2502,2161,341,1.0,1.6482,0,15,0,0,-0.018,,0.9446
2026-07-01,AUD,2026-08-07,37,0,0.695,0.68865,above,1310,711,599,1.0,0.9221,0,4,0,0,-0.082,,0.2235
2026-07-01,AUD,2026-08-07,37,0,0.72,0.68865,above,1060,946,114,1.0,4.5524,0,0,0,0,,,3.8287
2026-07-01,CAD,2026-08-07,37,0,0.705,0.7058,below,756,96,660,1.0,-0.1133,0,0,0,1,-0.049,PIN,-0.4167
2026-07-01,CAD,2026-08-07,37,0,0.725,0.7058,above,747,623,124,1.0,2.7203,0,0,0,0,,,2.4084
2026-07-01,CAD,2026-08-07,37,0,0.715,0.7058,above,680,205,475,1.0,1.3035,0,65,-5,0,-0.16,,0.9958
2026-07-01,CHF,2026-08-07,37,0,1.375,1.24595,above,284,284,0,1.0,10.3576,0,0,0,0,,,10.1322
2026-07-01,CHF,2026-08-07,37,0,1.34,1.24595,above,284,284,0,1.0,7.5485,0,0,0,0,,,7.3288
2026-07-01,CHF,2026-08-07,37,0,1.275,1.24595,above,247,39,208,1.0,2.3316,0,-1,0,0,-0.008,,2.1225
2026-07-02,EUR,2026-08-07,36,0,1.14,1.14665,below,8799,278,8521,1.0,-0.58,0,0,55,0,0.023,,-0.4019
2026-07-02,EUR,2026-08-07,36,0,1.17,1.14665,above,4626,1833,2793,1.0,2.0364,0,-1778,11,0,-0.002,,2.2191
2026-07-02,EUR,2026-08-07,36,0,1.165,1.14665,above,4554,2885,1669,1.0,1.6003,0,411,2,0,-0.012,,1.7823
2026-07-02,GBP,2026-08-07,36,0,1.265,1.3348,below,1370,0,1370,1.0,-5.2292,0,0,-60,0,,,-5.59
2026-07-02,GBP,2026-08-07,36,0,1.355,1.3348,above,1177,471,706,1.0,1.5133,0,50,0,0,0.001,,1.1269
2026-07-02,GBP,2026-08-07,36,0,1.37,1.3348,above,814,755,59,1.0,2.6371,0,-3,0,0,-0.085,,2.2464
2026-07-02,JPY,2026-08-07,36,0,0.0063,0.0062445,above,6258,3647,2611,1.0,0.8888,0,406,-4,0,-0.177,,1.3514
2026-07-02,JPY,2026-08-07,36,0,0.0064,0.0062445,above,5034,4979,55,1.0,2.4902,0,739,0,0,0.023,,2.9601
