DATE,Y10_FIT,RNY10,TP10,QUALITY
20220728,3.5100,3.5277,-0.0177,SYNTH_AUD_ANCHOR
20220729,3.4000,3.4945,-0.0945,SYNTH_AUD_ANCHOR
20220801,3.4200,3.4960,-0.0760,SYNTH_AUD_ANCHOR
20220802,3.3200,3.4855,-0.1655,SYNTH_AUD_ANCHOR
20220803,3.3400,3.4773,-0.1373,SYNTH_AUD_ANCHOR
20220804,3.4100,3.5064,-0.0964,SYNTH_AUD_ANCHOR
20220805,3.3500,3.4856,-0.1356,SYNTH_AUD_ANCHOR
20220808,3.3900,3.4741,-0.0841,SYNTH_AUD_ANCHOR
20220809,3.2900,3.4294,-0.1394,SYNTH_AUD_ANCHOR
20220810,3.3500,3.4508,-0.1008,SYNTH_AUD_ANCHOR
20220811,3.4300,3.4849,-0.0549,SYNTH_AUD_ANCHOR
20220812,3.5300,3.5009,0.0291,SYNTH_AUD_ANCHOR
20220815,3.4800,3.4895,-0.0095,SYNTH_AUD_ANCHOR
20220816,3.3900,3.4684,-0.0784,SYNTH_AUD_ANCHOR
20220817,3.4200,3.4788,-0.0588,SYNTH_AUD_ANCHOR
20220818,3.5200,3.5212,-0.0012,SYNTH_AUD_ANCHOR
20220819,3.5700,3.5325,0.0375,SYNTH_AUD_ANCHOR
20220822,3.7200,3.5981,0.1219,SYNTH_AUD_ANCHOR
20220823,3.8000,3.6346,0.1654,SYNTH_AUD_ANCHOR
20220824,3.8300,3.6238,0.2062,SYNTH_AUD_ANCHOR
20220825,3.9000,3.6505,0.2495,SYNTH_AUD_ANCHOR
20220826,3.8800,3.6609,0.2191,SYNTH_AUD_ANCHOR
20220829,3.9800,3.7146,0.2654,SYNTH_AUD_ANCHOR
20220830,3.9800,3.7161,0.2639,SYNTH_AUD_ANCHOR
20220831,3.9700,3.7046,0.2654,SYNTH_AUD_ANCHOR
20220901,4.0400,3.7273,0.3127,SYNTH_AUD_ANCHOR
20220902,4.0000,3.7100,0.2900,SYNTH_AUD_ANCHOR
20220905,4.0100,3.7073,0.3027,SYNTH_AUD_ANCHOR
20220906,4.0200,3.7146,0.3054,SYNTH_AUD_ANCHOR
20220907,4.0900,3.7365,0.3535,SYNTH_AUD_ANCHOR
20220908,3.9400,3.6709,0.2691,SYNTH_AUD_ANCHOR
20220909,3.9400,3.6712,0.2688,SYNTH_AUD_ANCHOR
