# QUALITY=CLEAN | XAU ~ const+be+slope+log_nfa | Kalman TVP δ=0.995 | IC4w=0.1702 IC8w=0.2479 hit8w=0.5235 | var_ratio=2.402 HL=267.9w | cot_as_of=20260623 | generated by metals_fairvalue_g8.py v3
DATE,PX,FAIR,RESID,MDP_Z,MDP_ADJ,RISK_W,COT_MULT,SIGNAL,B_CONST,B_BE,B_SLOPE,B_LOG_NFA
20180821,1200.0,1346.0678,-0.114918,0.7402,0.003,1.4899,1.0,1.1028,1.509202,0.169242,0.138458,0.170198
20180828,1214.4,1340.5566,-0.098887,0.7735,0.0031,1.4941,1.0,1.1556,1.576254,0.167516,0.139699,0.166262
20180904,1199.1,1381.5105,-0.141659,0.6804,0.0027,1.4978,1.0,1.0191,1.666829,0.165287,0.141354,0.160931
20180911,1202.2,1393.8959,-0.148002,0.6658,0.0027,1.5008,1.0,0.9992,1.747986,0.1624,0.142421,0.156286
20180918,1202.9,1380.7196,-0.137921,0.6865,0.0027,1.5024,1.0,1.0315,1.813096,0.159524,0.142981,0.152642
20180925,1205.1,1389.9269,-0.142741,0.6752,0.0027,1.5031,1.0,1.0148,1.874363,0.156026,0.143225,0.149325
20181002,1207.0,1325.4511,-0.093667,0.7798,0.0031,1.5031,1.0,1.1721,1.924164,0.154966,0.144314,0.14637
20181009,1191.5,1385.8085,-0.151123,0.6549,0.0026,1.5057,1.0,0.986,1.996001,0.151729,0.145154,0.142353
20181016,1231.0,1344.4549,-0.088214,0.7894,0.0031,1.5069,1.0,1.1896,2.036257,0.150505,0.145827,0.140019
20181023,1236.8,1367.7602,-0.1007,0.7613,0.003,1.508,1.0,1.1481,2.081044,0.149637,0.146717,0.137352
20181030,1225.3,1377.1459,-0.116881,0.7252,0.0029,1.5088,1.0,1.0943,2.132617,0.149372,0.148008,0.134174
20181106,1226.3,1380.1724,-0.11826,0.7212,0.0029,1.5096,1.0,1.0887,2.179093,0.148558,0.148884,0.131395
20181113,1201.4,1383.6634,-0.1413,0.6704,0.0027,1.5094,1.0,1.012,2.236303,0.148739,0.150405,0.127804
20181120,1221.2,1342.5153,-0.094764,0.7699,0.0031,1.5095,1.0,1.1622,2.273648,0.149588,0.151676,0.125355
20181127,1213.4,1346.7663,-0.104333,0.7481,0.003,1.5096,1.0,1.1293,2.311725,0.15131,0.153206,0.122737
20181204,1246.6,1295.8137,-0.038772,0.8886,0.0035,1.5091,1.0,1.341,2.328843,0.151912,0.153907,0.121582
20181211,1247.2,1291.2163,-0.034737,0.8957,0.0036,1.5102,1.0,1.3527,2.342774,0.152982,0.154646,0.120561
20181218,1253.6,1261.61,-0.006422,0.9554,0.0038,1.5102,1.0,1.4428,2.345605,0.153214,0.154805,0.120351
20181225,1271.8,1191.5765,0.065103,1.1082,0.0044,1.5108,1.0,1.6743,2.310766,0.149891,0.152534,0.123003
20190101,1281.3,1164.3653,0.095646,1.1718,0.0047,1.5133,1.0,1.7733,2.260684,0.144474,0.149044,0.126908
20190108,1285.9,1176.2317,0.089091,1.155,0.0046,1.5154,1.0,1.7503,2.210976,0.141111,0.146218,0.130495
20190115,1288.4,1168.8862,0.097298,1.1702,0.0047,1.5182,1.0,1.7765,2.158003,0.137405,0.143173,0.134335
20190122,1283.4,1184.2637,0.080339,1.1309,0.0045,1.5206,1.0,1.7196,2.117986,0.134261,0.14078,0.137285
20190129,1308.9,1165.6742,0.115835,1.2051,0.0048,1.522,1.0,1.834,2.062158,0.129611,0.137331,0.14144
20190205,1319.2,1184.0983,0.107992,1.1853,0.0047,1.523,1.0,1.8052,2.004904,0.126909,0.134415,0.145405
20190212,1314.0,1195.9665,0.094069,1.1526,0.0046,1.5251,1.0,1.7578,1.958141,0.124118,0.131856,0.148726
20190219,1344.8,1197.7515,0.115747,1.1968,0.0048,1.5265,1.0,1.827,1.896908,0.1214,0.128767,0.152941
20190226,1328.5,1196.9518,0.10422,1.1692,0.0047,1.5287,1.0,1.7874,1.8393,0.119808,0.126162,0.156768
20190305,1284.7,1233.1154,0.040929,1.0303,0.0041,1.5316,1.0,1.578,1.818304,0.119295,0.125257,0.158153
20190312,1298.1,1218.1365,0.063527,1.077,0.0043,1.5335,1.0,1.6515,1.783374,0.11814,0.123617,0.1605
20190319,1306.5,1210.2735,0.076453,1.1026,0.0044,1.5361,1.0,1.6937,1.737772,0.117323,0.121686,0.163465
20190326,1315.0,1180.7096,0.107669,1.1675,0.0047,1.5395,1.0,1.7975,1.678359,0.114425,0.118393,0.167596
20190402,1295.4,1212.484,0.066096,1.0755,0.0043,1.5419,1.0,1.6583,1.642618,0.113188,0.116605,0.170009
20190409,1308.3,1206.7077,0.080781,1.1049,0.0044,1.5442,1.0,1.7062,1.599195,0.111832,0.114496,0.172918
20190416,1277.2,1234.2561,0.034149,1.0023,0.004,1.5461,1.0,1.5497,1.579961,0.111582,0.113705,0.174156
20190423,1273.2,1237.5315,0.028362,0.988,0.0039,1.5486,1.0,1.5299,1.563561,0.111299,0.11299,0.175222
20190430,1285.7,1231.5646,0.042965,1.0176,0.0041,1.551,1.0,1.5783,1.53808,0.11081,0.111818,0.176887
20190507,1285.6,1227.9283,0.045844,1.0219,0.0041,1.5535,1.0,1.5875,1.515644,0.109575,0.110507,0.17847
20190514,1296.3,1236.7613,0.046965,1.0223,0.0041,1.5538,1.0,1.5885,1.492695,0.108216,0.10914,0.180102
20190521,1273.2,1244.5335,0.02272,0.9682,0.0039,1.5539,1.0,1.5046,1.482469,0.107422,0.108471,0.180856
20190528,1277.1,1211.33,0.05282,1.0313,0.0041,1.5533,1.0,1.6019,1.463598,0.104371,0.106629,0.182475
20190604,1328.7,1195.1969,0.105837,1.1434,0.0046,1.5514,1.0,1.7739,1.420022,0.098611,0.102706,0.186032
20190611,1331.2,1189.8029,0.11224,1.1547,0.0046,1.5502,1.0,1.79,1.383328,0.092705,0.099074,0.189177
20190618,1350.7,1192.0556,0.124891,1.1795,0.0047,1.548,1.0,1.8258,1.357862,0.084948,0.095206,0.191884
20190625,1418.7,1167.4904,0.194832,1.3272,0.0053,1.5449,1.0,2.0504,1.311874,0.075369,0.089677,0.196141
20190702,1408.0,1179.4085,0.177105,1.2858,0.0051,1.542,1.0,1.9827,1.284415,0.068165,0.085741,0.198901
20190709,1400.5,1209.6548,0.146442,1.2169,0.0049,1.5387,1.0,1.8724,1.258656,0.064226,0.083148,0.201084
20190716,1411.2,1227.9232,0.139064,1.1983,0.0048,1.5357,1.0,1.8401,1.224245,0.06231,0.080978,0.203514
20190723,1421.7,1237.1989,0.138951,1.1954,0.0048,1.5333,1.0,1.833,1.189524,0.060691,0.078879,0.205922
20190730,1441.8,1246.9866,0.14511,1.206,0.0048,1.5311,1.0,1.8465,1.159234,0.058616,0.076804,0.208117
20190806,1484.2,1264.706,0.159983,1.2352,0.0049,1.5285,1.0,1.8879,1.146161,0.053869,0.074567,0.209611
20190813,1514.1,1270.352,0.175474,1.2655,0.005,1.5249,1.0,1.9298,1.12979,0.049304,0.072242,0.211285
20190820,1515.7,1276.1023,0.172013,1.2552,0.005,1.5213,1.0,1.9095,1.125393,0.043758,0.070005,0.212351
20190827,1551.8,1291.1678,0.183815,1.2775,0.0051,1.5176,1.0,1.9387,1.117106,0.038688,0.067739,0.213592
20190903,1555.9,1309.09,0.172668,1.2506,0.005,1.5139,1.0,1.8933,1.115747,0.033689,0.065791,0.214392
20190910,1499.2,1310.708,0.134311,1.1658,0.0046,1.5101,1.0,1.7605,1.108702,0.031016,0.064583,0.215211
20190917,1513.4,1307.3173,0.146328,1.189,0.0047,1.5065,1.0,1.7912,1.094,0.028864,0.063186,0.216435
20190924,1540.2,1332.8772,0.144519,1.1826,0.0047,1.5031,1.0,1.7775,1.09208,0.025805,0.062119,0.216989
20191001,1489.0,1358.9538,0.091336,1.0665,0.0043,1.4994,1.0,1.599,1.094433,0.023519,0.061495,0.217165
20191008,1503.9,1351.2719,0.106962,1.0978,0.0044,1.4957,1.0,1.6419,1.099225,0.020508,0.060728,0.21729
20191015,1483.5,1345.2095,0.097801,1.0761,0.0043,1.492,1.0,1.6056,1.098944,0.018324,0.060101,0.217613
20191022,1487.5,1331.2506,0.110925,1.1021,0.0044,1.4883,1.0,1.6402,1.095148,0.016238,0.05941,0.21814
20191029,1490.7,1339.9959,0.106526,1.0905,0.0043,1.4846,1.0,1.619,1.092934,0.014179,0.058818,0.218564
20191105,1483.7,1370.1537,0.079563,1.0309,0.0041,1.4809,1.0,1.5266,1.089295,0.013008,0.058523,0.21895
20191112,1453.7,1391.6549,0.043565,0.9522,0.0038,1.4773,1.0,1.4067,1.086689,0.012415,0.058376,0.219192
20191119,1474.3,1379.9685,0.066069,0.9986,0.004,1.4737,1.0,1.4717,1.085281,0.011092,0.05809,0.21946
20191126,1460.3,1391.9209,0.047904,0.9581,0.0038,1.47,1.0,1.4084,1.08426,0.010068,0.057855,0.219664
20191203,1484.4,1387.0301,0.067792,0.9989,0.004,1.4664,1.0,1.4648,1.081849,0.008638,0.057493,0.22001
20191210,1468.1,1382.5281,0.060002,0.9806,0.0039,1.4628,1.0,1.4343,1.075683,0.007804,0.057211,0.220504
20191217,1480.6,1368.879,0.078403,1.0181,0.0041,1.4594,1.0,1.4858,1.063789,0.007023,0.056839,0.221344
20191224,1504.8,1377.7278,0.088172,1.0372,0.0041,1.4562,1.0,1.5104,1.050344,0.006115,0.05642,0.222296
20191231,1523.1,1350.0964,0.120519,1.1043,0.0044,1.4531,1.0,1.6047,1.028614,0.005147,0.055847,0.223766
20200107,1574.3,1357.2313,0.148311,1.1615,0.0046,1.4502,1.0,1.6843,1.006184,0.003524,0.055045,0.225372
20200114,1544.6,1357.0091,0.129429,1.1188,0.0045,1.447,1.0,1.619,0.983048,0.002635,0.054358,0.226921
20200121,1557.9,1360.8643,0.135166,1.1289,0.0045,1.4441,1.0,1.6303,0.962006,0.001353,0.053612,0.228394
20200128,1569.8,1367.2845,0.138069,1.1328,0.0045,1.4411,1.0,1.6325,0.952438,-0.001155,0.052779,0.22933
20200204,1555.5,1369.774,0.127098,1.1072,0.0044,1.4376,1.0,1.5918,0.944073,-0.003453,0.051952,0.230165
20200211,1570.1,1385.1253,0.125296,1.1013,0.0044,1.4341,1.0,1.5793,0.933791,-0.005506,0.051132,0.231084
20200218,1603.6,1392.4818,0.14111,1.1329,0.0045,1.4307,1.0,1.6208,0.920577,-0.0077,0.050157,0.232204
20200225,1650.0,1401.0964,0.163467,1.1782,0.0047,1.4273,1.0,1.6818,0.920053,-0.011849,0.048881,0.232812
20200303,1644.4,1364.6264,0.186442,1.2247,0.0049,1.4238,1.0,1.7438,0.925909,-0.017257,0.047115,0.233209
20200310,1660.3,1442.2287,0.140755,1.1249,0.0045,1.4203,1.0,1.5977,0.985198,-0.026216,0.046564,0.23077
20200317,1525.8,1699.5059,-0.107875,0.5937,0.0024,1.422,1.0,0.8443,0.902207,-0.01658,0.045865,0.234602
20200324,1660.8,1774.8457,-0.066471,0.6811,0.0027,1.4377,1.0,0.9793,0.870954,-0.012521,0.045601,0.235991
20200331,1596.6,1664.5751,-0.041749,0.733,0.0029,1.4408,1.0,1.0561,0.850003,-0.009776,0.045455,0.236918
20200407,1683.7,1690.1321,-0.003869,0.8127,0.0032,1.4448,1.0,1.1742,0.849031,-0.009602,0.045445,0.236956
20200414,1768.9,1658.8152,0.064199,0.9566,0.0038,1.4429,1.0,1.3803,0.85849,-0.011993,0.045564,0.236678
20200421,1687.8,1720.1972,-0.01907,0.7776,0.0031,1.4399,1.0,1.1196,0.851156,-0.010839,0.045526,0.236979
20200428,1722.2,1706.0678,0.009355,0.8371,0.0033,1.44,1.0,1.2055,0.853159,-0.011283,0.045538,0.236913
20200505,1710.6,1693.3,0.010109,0.8376,0.0033,1.4375,1.0,1.204,0.855647,-0.011805,0.045556,0.236826
20200512,1706.8,1705.7223,0.000575,0.816,0.0033,1.4352,1.0,1.1712,0.855799,-0.011835,0.045558,0.236821
20200519,1745.6,1689.982,0.032325,0.8826,0.0035,1.4331,1.0,1.2649,0.862291,-0.013438,0.045622,0.236624
20200526,1705.6,1656.2555,0.029302,0.8748,0.0035,1.4303,1.0,1.2513,0.868063,-0.014945,0.045678,0.236459
20200602,1734.0,1600.63,0.079979,0.9817,0.0039,1.4275,1.0,1.4014,0.878369,-0.018741,0.045775,0.236299
20200609,1721.9,1578.6464,0.086806,0.9947,0.004,1.4242,1.0,1.4166,0.883862,-0.022276,0.046014,0.236393
20200616,1736.5,1606.8664,0.077531,0.9732,0.0039,1.4207,1.0,1.3827,0.885768,-0.025233,0.046087,0.236637
20200623,1782.0,1596.1462,0.11009,1.0412,0.0042,1.4172,1.0,1.4755,0.873548,-0.028276,0.046056,0.237748
20200630,1800.5,1635.2614,0.096207,1.0097,0.004,1.4139,1.0,1.4276,0.866761,-0.031129,0.045974,0.238509
20200707,1809.9,1602.3845,0.121724,1.0625,0.0042,1.4104,1.0,1.4985,0.845231,-0.033666,0.045746,0.240126
20200714,1813.4,1598.8582,0.125859,1.0694,0.0043,1.4074,1.0,1.5051,0.827509,-0.036377,0.04551,0.241535
20200721,1843.9,1564.9589,0.163969,1.1489,0.0046,1.4042,1.0,1.6132,0.791047,-0.038696,0.045054,0.244034
20200728,1944.6,1527.7882,0.241182,1.3114,0.0052,1.4015,1.0,1.8379,0.739897,-0.041288,0.044362,0.247464
20200804,2021.0,1538.2425,0.272898,1.3761,0.0055,1.3988,1.0,1.9248,0.678634,-0.042486,0.043456,0.25134
20200811,1946.3,1536.3708,0.236453,1.2952,0.0052,1.3964,1.0,1.8085,0.628654,-0.04269,0.042997,0.254396
20200818,2013.1,1516.3309,0.283329,1.3921,0.0056,1.3942,1.0,1.9408,0.565638,-0.04226,0.042522,0.258159
20200825,1923.1,1528.742,0.22944,1.2741,0.0051,1.3922,1.0,1.7738,0.519925,-0.041793,0.042207,0.260868
20200901,1978.9,1488.9209,0.284437,1.3883,0.0055,1.3902,1.0,1.9301,0.458213,-0.040639,0.041768,0.26446
20200908,1943.2,1524.6743,0.242502,1.2959,0.0052,1.3887,1.0,1.7995,0.419963,-0.040367,0.041506,0.266741
20200915,1966.2,1501.2587,0.269746,1.3509,0.0054,1.3863,1.0,1.8728,0.379893,-0.040128,0.041222,0.269135
20200922,1907.6,1536.1018,0.216545,1.2348,0.0049,1.3839,1.0,1.7089,0.354018,-0.040236,0.041038,0.270713
20200929,1903.2,1564.2865,0.196053,1.1888,0.0047,1.3812,1.0,1.642,0.330152,-0.040235,0.040852,0.272157
20201006,1908.8,1534.8432,0.217993,1.233,0.0049,1.3785,1.0,1.6998,0.302038,-0.040136,0.040724,0.273842
20201013,1894.6,1521.2953,0.219393,1.2335,0.0049,1.376,1.0,1.6972,0.271079,-0.039804,0.040558,0.275672
20201020,1915.4,1507.0805,0.239699,1.274,0.0051,1.3736,1.0,1.7499,0.236575,-0.03935,0.040436,0.277698
20201027,1911.9,1500.2939,0.242384,1.2769,0.0051,1.3713,1.0,1.7511,0.203572,-0.038959,0.040304,0.279642
20201103,1910.4,1523.5076,0.226245,1.2401,0.0049,1.3689,1.0,1.6976,0.173965,-0.038598,0.040276,0.281381
20201110,1876.4,1486.2739,0.233031,1.2519,0.005,1.3665,1.0,1.7107,0.141322,-0.038038,0.040296,0.283276
20201117,1885.1,1473.8952,0.24602,1.2768,0.0051,1.3643,1.0,1.7418,0.110269,-0.037725,0.040242,0.285108
20201124,1804.6,1468.3913,0.20612,1.1897,0.0047,1.3618,1.0,1.6202,0.0822,-0.037282,0.040194,0.286744
20201201,1818.9,1451.9231,0.225291,1.2279,0.0049,1.3596,1.0,1.6694,0.0461,-0.036436,0.040129,0.288815
20201208,1874.9,1421.9495,0.276475,1.3336,0.0053,1.3578,1.0,1.8107,-0.004416,-0.034921,0.040002,0.291674
20201215,1855.3,1424.0285,0.264505,1.3053,0.0052,1.3565,1.0,1.7706,-0.052413,-0.033417,0.039873,0.294382
20201222,1870.3,1435.7641,0.26435,1.3022,0.0052,1.3552,1.0,1.7648,-0.101107,-0.031802,0.039741,0.297119
20201229,1882.9,1416.62,0.284488,1.3419,0.0054,1.3541,1.0,1.8171,-0.152877,-0.030021,0.039604,0.300021
20210105,1954.4,1402.7318,0.331611,1.4382,0.0057,1.3531,1.0,1.946,-0.217111,-0.027584,0.039427,0.303595
20210112,1844.2,1429.3889,0.254748,1.2728,0.0051,1.3524,1.0,1.7214,-0.263469,-0.025715,0.039427,0.306156
20210119,1840.2,1428.9772,0.252864,1.2662,0.005,1.3517,1.0,1.7114,-0.311513,-0.023753,0.039375,0.308809
20210126,1850.9,1435.1657,0.254341,1.2667,0.0051,1.3511,1.0,1.7115,-0.358284,-0.021879,0.039303,0.311397
20210202,1833.4,1459.0872,0.22831,1.2093,0.0048,1.3505,1.0,1.6332,-0.403011,-0.019966,0.039259,0.313856
20210209,1837.5,1448.0285,0.238152,1.2276,0.0049,1.3502,1.0,1.6576,-0.453015,-0.017706,0.039226,0.31659
20210216,1799.0,1460.0155,0.208733,1.1634,0.0046,1.3504,1.0,1.5711,-0.496968,-0.015696,0.039263,0.318988
20210223,1805.9,1474.48,0.202703,1.1486,0.0046,1.3507,1.0,1.5513,-0.536106,-0.014024,0.039374,0.321134
20210302,1733.6,1500.3653,0.14444,1.0241,0.0041,1.3503,1.0,1.3828,-0.565647,-0.012723,0.039464,0.322749
20210309,1716.9,1556.5155,0.098019,0.925,0.0037,1.3502,1.0,1.2489,-0.586349,-0.011809,0.039565,0.323879
20210316,1730.9,1534.0339,0.120689,0.9712,0.0039,1.3502,1.0,1.3114,-0.615697,-0.010432,0.0397,0.325471
20210323,1725.1,1549.8759,0.107058,0.9411,0.0038,1.3512,1.0,1.2716,-0.642705,-0.009181,0.039828,0.326938
20210330,1686.0,1592.4983,0.057003,0.8346,0.0033,1.3523,1.0,1.1286,-0.658616,-0.008422,0.039911,0.327799
20210406,1743.0,1559.4764,0.111206,0.9474,0.0038,1.3541,1.0,1.2829,-0.690972,-0.006919,0.04006,0.329555
20210413,1747.6,1558.0628,0.114749,0.9534,0.0038,1.3561,1.0,1.293,-0.72619,-0.005278,0.0402,0.331467
20210420,1778.4,1535.1348,0.147045,1.0199,0.0041,1.3585,1.0,1.3855,-0.773416,-0.003108,0.040347,0.334035
20210427,1778.8,1526.6683,0.1528,1.0303,0.0041,1.3613,1.0,1.4026,-0.825025,-0.000606,0.040513,0.336827
20210504,1776.0,1543.7913,0.140071,1.0019,0.004,1.3645,1.0,1.3672,-0.874409,0.001821,0.040647,0.339495
20210511,1836.1,1507.467,0.197162,1.1203,0.0045,1.3682,1.0,1.5329,-0.951152,0.005798,0.040802,0.343619
20210518,1868.0,1515.7586,0.208902,1.1431,0.0046,1.3734,1.0,1.5699,-1.030782,0.009881,0.040963,0.347902
20210525,1898.0,1516.5765,0.224295,1.1733,0.0047,1.3783,1.0,1.6173,-1.108523,0.013659,0.041112,0.352109
20210601,1905.0,1517.032,0.227676,1.1783,0.0047,1.3819,1.0,1.6283,-1.186189,0.017526,0.041295,0.3563
20210608,1894.4,1520.1408,0.220049,1.1601,0.0046,1.3855,1.0,1.6074,-1.254068,0.020694,0.041438,0.359988
20210615,1856.4,1550.3768,0.18009,1.0742,0.0043,1.388,1.0,1.4909,-1.310043,0.023323,0.041521,0.363028
20210622,1777.4,1600.7501,0.104628,0.914,0.0036,1.3906,1.0,1.2711,-1.34141,0.024714,0.041554,0.364742
20210629,1763.6,1579.1768,0.110402,0.9249,0.0037,1.3928,1.0,1.2882,-1.375421,0.026245,0.041596,0.366597
20210706,1794.2,1597.5837,0.116015,0.9353,0.0037,1.3951,1.0,1.3049,-1.413214,0.027924,0.041573,0.368664
20210713,1809.9,1609.5003,0.117296,0.9367,0.0037,1.3978,1.0,1.3093,-1.453913,0.029799,0.04156,0.370881
20210720,1811.4,1621.5622,0.110658,0.9214,0.0037,1.4011,1.0,1.291,-1.491978,0.031405,0.041468,0.372975
20210727,1799.8,1615.9214,0.107719,0.9139,0.0036,1.4041,1.0,1.2833,-1.533917,0.033349,0.041341,0.375263
20210803,1814.1,1603.0525,0.123628,0.9461,0.0038,1.4088,1.0,1.3328,-1.583994,0.035663,0.041148,0.377996
20210810,1731.7,1643.9706,0.051937,0.7942,0.0032,1.4138,1.0,1.1228,-1.605019,0.036649,0.041114,0.37914
20210817,1787.8,1641.5674,0.085282,0.8632,0.0034,1.4187,1.0,1.2246,-1.640186,0.038199,0.041024,0.381067
20210824,1808.5,1650.914,0.091117,0.8743,0.0035,1.4234,1.0,1.2445,-1.67815,0.039818,0.040957,0.383151
20210831,1818.1,1639.5306,0.10333,0.8988,0.0036,1.428,1.0,1.2836,-1.723043,0.041784,0.040895,0.38561
20210907,1798.5,1645.7782,0.088688,0.8668,0.0035,1.4331,1.0,1.2423,-1.762764,0.043569,0.040868,0.387779
20210914,1807.1,1642.6114,0.095384,0.8798,0.0035,1.4385,1.0,1.2655,-1.806829,0.045488,0.040776,0.390194
20210921,1778.2,1674.7987,0.059857,0.8039,0.0032,1.4441,1.0,1.1609,-1.83396,0.046622,0.040752,0.391685
20210928,1737.5,1709.3634,0.016274,0.7112,0.0028,1.4492,1.0,1.0307,-1.841603,0.046974,0.040768,0.392101
20211005,1760.9,1721.5282,0.02256,0.7237,0.0029,1.4545,1.0,1.0526,-1.853257,0.047542,0.040782,0.392731
20211012,1759.3,1744.675,0.008295,0.6928,0.0028,1.4613,1.0,1.0124,-1.857776,0.047769,0.040789,0.392975
20211019,1770.5,1725.4416,0.025727,0.7287,0.0029,1.4687,1.0,1.0703,-1.872984,0.048546,0.040817,0.393792
20211026,1793.4,1739.286,0.030587,0.7381,0.0029,1.4775,1.0,1.0906,-1.893304,0.049686,0.040813,0.394874
20211102,1789.4,1739.1177,0.02845,0.7328,0.0029,1.4893,1.0,1.0913,-1.91072,0.050554,0.040823,0.395814
20211109,1830.8,1724.6475,0.059678,0.7978,0.0032,1.498,1.0,1.195,-1.95178,0.052784,0.040719,0.398014
20211116,1854.1,1802.6918,0.028066,0.7301,0.0029,1.5095,1.0,1.1021,-1.971418,0.053927,0.040709,0.399055
20211123,1783.8,1832.0638,-0.02675,0.6137,0.0024,1.5212,1.0,0.9336,-1.953689,0.052971,0.04068,0.398107
20211130,1776.5,1808.4973,-0.017904,0.6318,0.0025,1.5308,1.0,0.9671,-1.941531,0.052388,0.040702,0.397448
20211207,1784.7,1796.0027,-0.006366,0.6555,0.0026,1.5403,1.0,1.0096,-1.937205,0.052188,0.040704,0.397212
20211214,1772.3,1799.2916,-0.015168,0.6362,0.0025,1.5492,1.0,0.9856,-1.926976,0.051773,0.040705,0.396649
20211221,1788.7,1811.6815,-0.012819,0.6405,0.0026,1.5573,1.0,0.9974,-1.917578,0.051363,0.040709,0.396135
20211228,1810.9,1793.7814,0.009445,0.6869,0.0027,1.567,1.0,1.0763,-1.924917,0.051705,0.040701,0.396534
20220104,1814.6,1809.917,0.002531,0.6715,0.0027,1.5779,1.0,1.0596,-1.926865,0.051805,0.040706,0.396639
20220111,1818.5,1789.5495,0.015996,0.6993,0.0028,1.588,1.0,1.1104,-1.938412,0.052389,0.040775,0.397258
20220118,1812.4,1791.2001,0.011714,0.6894,0.0027,1.5958,1.0,1.1002,-1.94623,0.052739,0.040873,0.397681
20220125,1852.5,1796.1281,0.03085,0.7292,0.0029,1.6013,1.0,1.1677,-1.967595,0.05361,0.04109,0.398848
20220201,1801.5,1806.2805,-0.002703,0.6573,0.0026,1.6071,1.0,1.0564,-1.965741,0.05353,0.041069,0.398747
20220208,1827.9,1805.2655,0.012408,0.6886,0.0027,1.6122,1.0,1.1103,-1.973523,0.053859,0.041222,0.399168
20220215,1856.2,1814.2984,0.02278,0.7099,0.0028,1.6155,1.0,1.1468,-1.987736,0.054548,0.041539,0.399926
20220222,1907.4,1797.7031,0.059179,0.7863,0.0031,1.6183,1.0,1.2725,-2.027686,0.056335,0.0422,0.40208
20220301,1943.8,1845.6721,0.051748,0.7696,0.0031,1.6219,1.0,1.2482,-2.071795,0.058916,0.042196,0.404416
20220308,2043.3,1967.6793,0.037658,0.7388,0.0029,1.63,1.0,1.2042,-2.104169,0.061532,0.042125,0.406049
20220315,1929.7,1979.9929,-0.025782,0.6034,0.0024,1.6384,1.0,0.9885,-2.087122,0.060116,0.041881,0.405205
20220322,1921.5,1938.3544,-0.008786,0.6389,0.0025,1.6413,1.0,1.0486,-2.08108,0.059587,0.041824,0.404907
20220329,1912.2,1908.6993,0.00178,0.6606,0.0026,1.6446,1.0,1.0865,-2.082182,0.059682,0.04184,0.404962
20220405,1927.5,1926.18,0.000632,0.6575,0.0026,1.646,1.0,1.0823,-2.082514,0.059712,0.04185,0.404978
20220412,1976.1,1969.7365,0.003172,0.6622,0.0026,1.6457,1.0,1.0898,-2.083739,0.059844,0.041919,0.405033
20220419,1959.0,2028.8386,-0.035083,0.5802,0.0023,1.6435,1.0,0.9536,-2.075371,0.058431,0.040936,0.404735
20220426,1904.1,2067.1756,-0.082228,0.4793,0.0019,1.6401,1.0,0.7862,-2.050871,0.055471,0.039051,0.403687
20220503,1870.6,2083.9743,-0.108072,0.4239,0.0017,1.637,1.0,0.694,-2.048765,0.053109,0.035691,0.403957
20220510,1841.0,2055.1392,-0.11009,0.4193,0.0017,1.633,1.0,0.6846,-2.011738,0.051062,0.034229,0.402032
20220517,1818.9,2014.5672,-0.102227,0.4357,0.0017,1.6303,1.0,0.7103,-1.978861,0.048795,0.033292,0.400362
20220524,1865.4,1928.3628,-0.03325,0.5824,0.0023,1.6276,1.0,0.9479,-1.96493,0.048343,0.033112,0.399587
20220531,1848.4,1920.6365,-0.03839,0.5708,0.0023,1.6261,1.0,0.9282,-1.949844,0.047613,0.03289,0.398778
20220607,1852.1,1948.5554,-0.050822,0.5438,0.0022,1.6241,1.0,0.8831,-1.933769,0.046443,0.03249,0.397967
20220614,1813.5,2100.8848,-0.147155,0.3376,0.0013,1.6213,1.0,0.5473,-1.950888,0.047761,0.027592,0.399019
20220621,1838.8,1990.4829,-0.079319,0.4822,0.0019,1.6175,1.0,0.78,-1.908691,0.04595,0.028009,0.396691
20220628,1821.2,1962.4991,-0.074778,0.4915,0.002,1.6177,1.0,0.7951,-1.867881,0.044822,0.028351,0.394368
20220705,1763.9,2003.2258,-0.127288,0.3788,0.0015,1.6181,1.0,0.6129,-1.771802,0.043294,0.029866,0.388742
20220712,1724.8,2045.3302,-0.170504,0.286,0.0011,1.6227,1.0,0.464,-1.668864,0.041899,0.03105,0.382705
20220719,1710.7,2011.4536,-0.162011,0.3039,0.0012,1.6247,1.0,0.4938,-1.589628,0.040302,0.032049,0.378116
20220726,1717.7,2004.401,-0.154415,0.32,0.0013,1.6255,1.0,0.5201,-1.510621,0.038595,0.033489,0.373538
20220802,1789.7,1922.3632,-0.071563,0.4974,0.002,1.6276,1.0,0.8096,-1.45607,0.036431,0.035386,0.370458
20220809,1812.3,1916.6001,-0.056012,0.5303,0.0021,1.6391,1.0,0.8693,-1.414702,0.034833,0.036792,0.368118
20220816,1789.7,1908.7107,-0.064436,0.5118,0.002,1.6495,1.0,0.8442,-1.366776,0.033111,0.038361,0.365396
20220823,1761.2,1985.4543,-0.119909,0.3922,0.0016,1.6597,1.0,0.6509,-1.286702,0.029546,0.041021,0.360926
20220830,1736.3,2006.5436,-0.144714,0.3385,0.0013,1.6669,1.0,0.5643,-1.198679,0.025884,0.043789,0.355989
20220906,1712.9,2055.0282,-0.182159,0.2578,0.001,1.6725,1.0,0.4311,-1.111293,0.022898,0.04603,0.351031
20220913,1717.4,2041.4967,-0.172929,0.2774,0.0011,1.6748,1.0,0.4646,-1.042962,0.020942,0.047536,0.347121
